FWinery,Wine,vintage,Rating,num_review,region,price
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
Valérie Courreges,Ocrement-Dit Rouge 2020,2020,3.9,323,cahors,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Clos Maïa,Le Petit 2017,2017,3.4,62,pays-dherault,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Clos Maïa,Le Petit 2017,2017,3.4,62,pays-dherault,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
Valérie Courreges,Ocrement-Dit Rouge 2020,2020,3.9,323,cahors,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Clos Maïa,Le Petit 2017,2017,3.4,62,pays-dherault,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Clos Maïa,Le Petit 2017,2017,3.4,62,pays-dherault,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
Valérie Courreges,Ocrement-Dit Rouge 2020,2020,3.9,323,cahors,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Clos Maïa,Le Petit 2017,2017,3.4,62,pays-dherault,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Clos Maïa,Le Petit 2017,2017,3.4,62,pays-dherault,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château de Luc,Veredus Rouge 2021,2021,3.9,27,corbieres,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
Valérie Courreges,Ocrement-Dit Rouge 2020,2020,3.9,323,cahors,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
Domaine Elodie Balme,Rasteau 2023,2023,3.9,1853,rasteau,15.0
Valérie Courreges,Ocrement-Dit Rouge 2020,2020,3.9,323,cahors,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
Domaine de la Garde,Réserve Edward Malbec Cahors 2014,2014,4.0,27,cahors,15.0
Clos des Vins d'Amour,1+1=3 2021,2021,3.9,736,cotes-du-roussillon,15.0
Domaine des Lauribert,Carelette 'Valreas' 2022,2022,3.7,242,cotes-du-rhone-villages-valreas,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2022,2022,3.9,55,pessac-leognan,15.0
Le Cartel,Alicante - Henri - Bouschet 2022,2022,3.8,25,languedoc-la-clape,15.0
Mas des Auribelles,Pézenas 2019,2019,3.9,34,pezenas,15.0
Domaine de la Garde,Tradition Coteaux du Quercy 2018,2018,3.8,154,coteaux-du-quercy,15.0
Château Tour de Rieux,Demi Muid Minervois 2021,2021,4.1,49,minervois,15.0
Domaine Elodie Balme,Rasteau 2023,2023,3.9,1853,rasteau,15.0
LePlan-Vermeersch,GT-Carignan 2020,2020,3.9,669,rhone,15.0
Clos Maïa,Le Petit 2017,2017,3.4,62,pays-dherault,15.0
Domaine de la Font des Pères,La Reppe Rouge 2019,2019,4.0,58,mont-caume,15.0
Château Yon Lavallade,Saint-Émilion 2020,2020,3.7,492,saint-emilion,15.0
Château Lafont Menaut,Pessac-Leognan 2022,2022,3.4,35,pessac-leognan,15.0
Lionel Osmin & Cie,Le Conservatoire Ekigaina 2020,2020,3.6,101,southwest,15.0
Château Carbonnieux,Château Tour Léognan Pessac-Léognan 2021,2021,3.7,139,pessac-leognan,15.0
Domaine de la Janasse,Côtes du Rhône Rouge 2023,2023,3.8,137,cotes-du-rhone,15.0
Domaine de Fa,Beaujolais en Besset 2018,2018,3.8,294,beaujolais,15.0
Château Enclos de Bayard,Montagne Saint-Emilion 2018,2018,3.9,97,montagne-saint-emilion,15.0
Lionel Osmin & Cie,Le Conservatoire Prunelard 2022,2022,3.7,88,southwest,15.0
Domaine l'Ancienne Cure,Ça Sulfit ! 2021,2021,3.6,157,bergerac,15.0
Château Haut-Châtain,Château Lacoste Chatain Montagne Saint Émilion 2022,2022,4.1,310,montagne-saint-emilion,15.0
Chateau Bichon Cassignols,Graves Rouge 2020,2020,3.7,398,graves,15.0
Clos Roussely,Touraine Chenonceaux Rouge 2020,2020,3.9,96,touraine,15.0
